Age,Department,EducationField,EmployeeNumber,Gender,HourlyRate,JobRole,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
27,Research & Development,Life Sciences,1850,Female,53,Laboratory Technician,2379,19826,0,Yes,14,3,0,6,5,4,0
29,Research & Development,Medical,1852,Male,40,Laboratory Technician,3812,7003,1,No,13,3,0,11,11,8,3
32,Sales,Marketing,1853,Male,79,Sales Executive,4648,26075,8,No,13,3,0,4,0,0,0
42,Research & Development,Technical Degree,1854,Male,38,Research Scientist,2936,6161,3,No,22,4,2,10,6,3,3
47,Research & Development,Life Sciences,1856,Female,64,Laboratory Technician,2105,5411,4,No,12,3,0,7,2,2,2
46,Research & Development,Life Sciences,1857,Male,82,Manufacturing Director,8578,19989,3,No,14,3,1,12,9,8,4
28,Human Resources,Life Sciences,1858,Male,43,Human Resources,2706,10494,1,No,15,3,1,3,3,2,2
29,Research & Development,Life Sciences,1859,Male,93,Healthcare Representative,6384,21143,8,No,17,3,2,11,7,0,1
42,Research & Development,Life Sciences,1860,Male,81,Laboratory Technician,3968,13624,4,No,13,3,0,8,0,0,0
32,Sales,Marketing,1862,Male,82,Sales Executive,9907,26186,7,Yes,12,3,0,7,2,2,2
46,Sales,Technical Degree,1863,Female,45,Sales Executive,13225,7739,2,No,12,3,1,25,19,17,2
27,Sales,Medical,1864,Female,36,Sales Representative,3540,7018,1,No,21,4,1,9,9,8,5
29,Human Resources,Medical,1865,Male,87,Human Resources,2804,15434,1,No,11,3,0,1,1,0,0
43,Research & Development,Medical,1866,Female,81,Manager,19392,22539,7,No,13,3,0,21,16,12,6
48,Research & Development,Life Sciences,1867,Male,91,Research Director,19665,13583,4,No,12,3,0,29,22,10,12
29,Research & Development,Life Sciences,1868,Male,73,Research Scientist,2439,14753,1,Yes,24,4,0,1,1,0,1
46,Sales,Life Sciences,1869,Female,64,Sales Executive,7314,14011,5,No,21,4,3,14,8,7,0
27,Research & Development,Life Sciences,1870,Female,77,Research Scientist,4774,23844,0,No,19,3,1,8,7,6,7
39,Research & Development,Other,1871,Male,41,Research Scientist,3902,5141,8,No,14,3,3,7,2,2,2
55,Research & Development,Technical Degree,1873,Male,98,Research Scientist,2662,7975,8,No,20,4,1,19,5,2,0
28,Sales,Medical,1875,Female,78,Sales Representative,2856,3692,1,No,19,3,1,1,1,0,0
30,Sales,Medical,1876,Male,89,Sales Representative,1081,16019,1,No,13,3,0,1,1,0,0
22,Research & Development,Life Sciences,1878,Male,75,Research Scientist,2472,26092,1,Yes,23,4,0,1,1,0,0
36,Sales,Technical Degree,1880,Female,63,Sales Executive,5673,6060,1,Yes,13,3,1,10,10,9,1
31,Research & Development,Life Sciences,1881,Male,89,Laboratory Technician,4197,18624,1,No,11,3,1,10,10,8,0
34,Sales,Life Sciences,1882,Male,64,Sales Executive,9713,24444,2,Yes,13,3,3,9,5,3,1
29,Research & Development,Life Sciences,1883,Male,59,Laboratory Technician,2062,19384,3,No,14,3,0,11,3,2,1
37,Research & Development,Medical,1885,Male,78,Research Scientist,4284,13588,5,Yes,22,4,1,16,5,3,0
35,Research & Development,Other,1886,Female,44,Manufacturing Director,4788,25388,0,Yes,11,3,0,4,3,2,0
45,Research & Development,Life Sciences,1888,Female,93,Manufacturing Director,5906,23888,0,No,13,3,2,10,9,8,3
36,Human Resources,Human Resources,1890,Male,94,Human Resources,3886,4223,1,No,21,4,0,10,10,1,0
40,Research & Development,Life Sciences,1892,Male,98,Manager,16823,18991,2,No,11,3,1,22,19,7,11
26,Research & Development,Life Sciences,1893,Female,90,Research Scientist,2933,14908,1,Yes,13,3,1,1,1,0,1
27,Sales,Medical,1898,Female,89,Sales Executive,6500,26997,0,No,14,3,0,9,8,7,0
48,Research & Development,Medical,1900,Female,58,Manager,17174,2437,3,No,11,3,1,24,22,17,4
44,Research & Development,Life Sciences,1903,Male,78,Healthcare Representative,5033,9364,2,No,15,3,1,10,2,0,2
34,Research & Development,Technical Degree,1905,Male,85,Research Scientist,2307,14460,1,Yes,23,4,1,5,5,2,3
56,Research & Development,Life Sciences,1907,Male,97,Laboratory Technician,2587,10261,1,No,16,3,0,5,4,2,1
36,Sales,Marketing,1908,Male,33,Sales Executive,5507,16822,2,No,16,3,2,12,4,2,1
41,Sales,Marketing,1909,Female,54,Sales Executive,4393,26841,5,No,21,4,1,14,5,4,1
42,Research & Development,Medical,1911,Male,83,Research Director,13348,14842,9,No,13,3,1,18,13,7,5
31,Sales,Medical,1912,Female,86,Sales Executive,6583,20115,2,Yes,11,3,1,8,5,2,1
34,Sales,Medical,1915,Female,75,Sales Executive,8103,16495,3,Yes,12,3,0,9,4,2,0
31,Research & Development,Medical,1916,Female,62,Laboratory Technician,3978,16031,8,No,12,3,1,4,2,2,2
26,Research & Development,Other,1918,Male,61,Laboratory Technician,2544,7102,0,No,18,3,1,8,7,7,7
45,Research & Development,Medical,1922,Male,44,Healthcare Representative,5399,14511,4,No,12,3,0,12,4,2,0
33,Sales,Marketing,1924,Male,43,Sales Executive,5487,10410,1,No,14,3,0,10,10,4,0
28,Sales,Life Sciences,1927,Male,42,Sales Executive,6834,19255,1,Yes,12,3,1,7,7,7,0
29,Sales,Technical Degree,1928,Male,45,Sales Representative,1091,10642,1,No,17,3,0,1,1,0,0
39,Sales,Life Sciences,1929,Female,32,Sales Executive,5736,3987,6,No,19,3,1,10,3,2,1
27,Research & Development,Technical Degree,1931,Male,41,Research Scientist,2226,6073,1,No,11,3,1,6,5,3,1
34,Research & Development,Other,1932,Male,86,Research Scientist,5747,26496,1,Yes,15,3,0,16,15,10,6
28,Sales,Marketing,1933,Female,84,Sales Executive,9854,23352,3,Yes,11,3,0,6,2,0,2
47,Research & Development,Technical Degree,1934,Male,64,Research Scientist,5467,2125,8,No,18,3,1,16,8,7,1
56,Sales,Marketing,1935,Female,89,Sales Executive,5380,20328,4,No,16,3,1,6,0,0,0
39,Research & Development,Medical,1936,Male,87,Manufacturing Director,5151,12315,1,No,25,4,1,10,10,0,7
38,Research & Development,Medical,1937,Female,58,Research Scientist,2133,18115,1,Yes,16,3,1,20,20,11,0
58,Sales,Life Sciences,1938,Female,72,Manager,17875,11761,4,Yes,13,3,1,29,1,0,0
32,Research & Development,Life Sciences,1939,Female,47,Research Scientist,2432,15318,3,Yes,14,3,0,8,4,1,0
38,Research & Development,Life Sciences,1940,Male,71,Research Scientist,4771,14293,2,No,19,3,2,10,5,2,0
49,Research & Development,Life Sciences,1941,Male,42,Research Director,19161,13738,3,No,15,3,0,28,5,4,4
42,Sales,Marketing,1943,Male,77,Sales Executive,5087,2900,3,Yes,12,3,2,14,0,0,0
27,Human Resources,Human Resources,1944,Female,58,Human Resources,2863,19555,1,No,12,3,0,1,1,0,0
35,Sales,Medical,1945,Male,71,Sales Executive,5561,15975,0,No,16,3,1,6,5,3,0
28,Research & Development,Medical,1947,Male,49,Research Scientist,2144,2122,1,No,14,3,0,5,5,3,1
31,Research & Development,Medical,1948,Male,48,Research Scientist,3065,3995,1,Yes,13,3,1,4,4,2,2
36,Research & Development,Life Sciences,1949,Male,66,Laboratory Technician,2810,9238,1,No,22,4,0,5,5,4,0
34,Sales,Marketing,1950,Male,32,Sales Executive,9888,6770,1,No,21,4,0,14,14,8,2
34,Sales,Medical,1951,Male,39,Sales Executive,8628,22914,1,No,18,3,1,9,8,7,1
26,Research & Development,Medical,1952,Male,95,Laboratory Technician,2867,20006,0,No,13,3,0,8,7,7,7
29,Research & Development,Life Sciences,1954,Male,89,Healthcare Representative,5373,6225,0,No,12,3,1,6,5,3,0
32,Research & Development,Medical,1955,Female,34,Healthcare Representative,6667,16542,5,No,18,3,1,9,5,1,1
31,Research & Development,Life Sciences,1956,Male,48,Research Scientist,5003,5771,1,No,21,4,0,10,10,8,8
28,Research & Development,Technical Degree,1960,Male,32,Laboratory Technician,2367,18779,5,No,12,3,1,6,4,1,0
38,Sales,Life Sciences,1961,Male,59,Sales Representative,2858,11473,4,No,14,3,0,20,1,0,0
35,Sales,Life Sciences,1962,Female,55,Sales Executive,5204,13586,1,Yes,11,3,0,10,10,8,0
27,Sales,Marketing,1965,Male,44,Sales Executive,4105,5099,1,No,14,3,0,7,7,7,0
32,Research & Development,Life Sciences,1966,Male,56,Manufacturing Director,9679,10138,8,No,24,4,0,8,1,0,0
31,Sales,Marketing,1967,Male,63,Sales Executive,5617,21075,1,Yes,11,3,0,10,10,7,0
53,Sales,Life Sciences,1968,Male,66,Sales Executive,10448,5843,6,Yes,13,3,0,15,2,2,2
54,Research & Development,Life Sciences,1969,Female,67,Research Scientist,2897,22474,3,No,11,3,2,9,4,3,2
33,Research & Development,Life Sciences,1970,Male,36,Healthcare Representative,5968,18079,1,No,20,4,3,9,9,7,2
43,Research & Development,Life Sciences,1971,Male,30,Healthcare Representative,7510,16873,1,No,17,3,1,10,10,9,0
38,Human Resources,Other,1972,Male,88,Human Resources,2991,5224,0,Yes,11,3,1,7,6,2,1
55,Human Resources,Human Resources,1973,Male,71,Manager,19636,25811,4,Yes,18,3,1,35,10,9,1
31,Research & Development,Medical,1974,Female,59,Laboratory Technician,1129,17536,1,Yes,11,3,3,1,1,0,0
39,Sales,Marketing,1975,Male,77,Sales Executive,13341,25098,0,No,12,3,0,21,20,8,11
42,Research & Development,Life Sciences,1976,Male,37,Research Scientist,4332,14811,1,No,12,3,0,20,20,9,3
31,Research & Development,Medical,1979,Female,40,Research Director,11031,26862,4,No,20,4,1,13,11,7,4
54,Research & Development,Medical,1980,Female,77,Manufacturing Director,4440,25198,6,Yes,19,3,0,9,5,2,1
24,Research & Development,Life Sciences,1981,Male,45,Healthcare Representative,4617,14120,1,No,12,3,0,4,4,3,1
23,Research & Development,Other,1982,Male,78,Laboratory Technician,2647,13672,1,No,13,3,0,5,5,2,1
40,Research & Development,Technical Degree,1985,Female,73,Laboratory Technician,6323,26849,1,No,11,3,1,10,10,9,9
40,Sales,Marketing,1986,Female,92,Sales Executive,5677,4258,3,No,14,3,1,15,11,8,5
25,Human Resources,Human Resources,1987,Female,82,Human Resources,2187,19655,4,No,14,3,0,6,2,0,1
30,Research & Development,Medical,1989,Male,76,Laboratory Technician,3748,4077,1,No,13,3,0,12,12,8,1
25,Research & Development,Other,1992,Male,57,Laboratory Technician,3977,7298,6,Yes,19,3,1,7,2,2,0
47,Research & Development,Medical,1993,Male,84,Healthcare Representative,8633,13084,2,No,23,4,0,25,17,14,12
33,Research & Development,Medical,1994,Male,59,Laboratory Technician,2008,20439,1,No,12,3,3,1,1,1,0
38,Sales,Life Sciences,1995,Male,86,Sales Executive,4440,7636,0,No,15,3,2,16,15,13,5
31,Sales,Life Sciences,1996,Male,54,Sales Representative,3067,6393,0,No,19,3,1,3,2,2,1
38,Research & Development,Life Sciences,1997,Male,72,Manufacturing Director,5321,14284,2,No,11,3,1,10,8,3,7
42,Research & Development,Life Sciences,1998,Male,35,Research Scientist,5410,11189,6,Yes,17,3,1,9,4,3,1
41,Research & Development,Life Sciences,1999,Male,76,Research Scientist,2782,21412,3,No,22,4,1,12,5,3,1
47,Research & Development,Medical,2000,Female,98,Research Director,11957,17231,0,No,18,3,2,14,13,8,5
35,Research & Development,Medical,2003,Male,43,Laboratory Technician,2660,20232,7,Yes,11,3,1,5,2,2,2
22,Research & Development,Life Sciences,2007,Male,63,Research Scientist,3375,17624,0,No,12,3,0,4,3,2,1
35,Research & Development,Medical,2008,Male,48,Research Scientist,5098,18698,1,No,19,3,0,10,10,7,0
33,Research & Development,Medical,2009,Female,95,Healthcare Representative,4878,21653,0,Yes,13,3,1,10,9,7,8
32,Research & Development,Life Sciences,2010,Female,49,Laboratory Technician,2837,15919,1,No,13,3,0,6,6,2,4
40,Research & Development,Life Sciences,2012,Male,83,Laboratory Technician,2406,4060,8,No,19,3,2,8,1,0,0
32,Sales,Medical,2013,Male,68,Sales Representative,2269,18024,0,No,14,3,1,3,2,2,2
39,Research & Development,Life Sciences,2014,Male,52,Research Scientist,4108,5340,7,No,13,3,0,18,7,7,1
38,Research & Development,Medical,2015,Female,99,Research Director,13206,3376,3,No,12,3,1,20,18,16,1
32,Sales,Marketing,2016,Female,48,Sales Executive,10422,24032,1,No,19,3,2,14,14,10,5
37,Research & Development,Life Sciences,2017,Female,42,Research Director,13744,15471,1,Yes,25,4,1,16,16,11,6
25,Sales,Other,2018,Female,85,Sales Executive,4907,13684,0,Yes,22,4,1,6,5,3,0
52,Sales,Life Sciences,2019,Male,40,Sales Representative,3482,19788,2,No,15,3,2,16,9,8,0
44,Research & Development,Medical,2020,Male,42,Research Scientist,2436,13422,6,Yes,12,3,0,6,4,3,1
21,Sales,Medical,2021,Male,58,Sales Representative,2380,25479,1,Yes,11,3,0,2,2,2,1
39,Research & Development,Life Sciences,2022,Male,87,Manager,19431,15302,2,No,13,3,0,21,6,0,1
23,Sales,Marketing,2023,Male,33,Sales Representative,1790,26956,1,No,19,3,1,1,1,0,1
36,Sales,Medical,2024,Female,94,Sales Executive,7644,12695,0,No,19,3,2,10,9,7,3
36,Research & Development,Life Sciences,2025,Female,97,Manufacturing Director,5131,9192,7,No,13,3,3,18,4,2,0
56,Research & Development,Life Sciences,2026,Male,57,Healthcare Representative,6306,26236,1,No,21,4,1,13,13,12,1
29,Research & Development,Medical,2027,Male,36,Research Scientist,4787,26124,9,Yes,14,3,3,4,2,2,2
42,Research & Development,Life Sciences,2031,Male,56,Manager,18880,17312,5,No,11,3,0,24,22,6,4
56,Research & Development,Technical Degree,2032,Male,72,Laboratory Technician,2339,3666,8,No,11,3,1,14,10,9,9
41,Research & Development,Life Sciences,2034,Female,60,Manufacturing Director,13570,5640,0,No,23,4,1,21,20,7,0
34,Sales,Marketing,2035,Female,95,Sales Executive,6712,8978,1,No,21,4,2,8,8,7,1
36,Sales,Marketing,2036,Male,88,Sales Executive,5406,10436,1,No,24,4,1,15,15,12,11
41,Sales,Life Sciences,2037,Male,57,Sales Executive,8938,12227,2,No,11,3,1,14,5,4,0
32,Research & Development,Technical Degree,2038,Male,78,Research Scientist,2439,11288,1,No,14,3,0,4,4,2,1
35,Human Resources,Life Sciences,2040,Female,31,Human Resources,8837,16642,1,Yes,16,3,0,9,9,0,1
38,Sales,Life Sciences,2041,Female,100,Sales Executive,5343,5982,1,No,11,3,1,10,10,7,1
50,Sales,Life Sciences,2044,Male,94,Sales Executive,6728,14255,7,No,12,3,2,12,6,3,0
36,Sales,Marketing,2045,Female,100,Sales Executive,6652,14369,4,No,13,3,1,8,6,3,0
45,Sales,Life Sciences,2046,Female,50,Sales Executive,4850,23333,8,No,15,3,0,8,5,3,0
40,Research & Development,Life Sciences,2048,Male,52,Research Scientist,2809,2725,2,No,14,3,0,8,2,2,2
35,Research & Development,Life Sciences,2049,Male,80,Healthcare Representative,5689,24594,1,Yes,14,3,2,10,10,2,0
40,Research & Development,Medical,2051,Female,98,Research Scientist,2001,12549,2,No,14,3,3,20,5,3,0
35,Research & Development,Life Sciences,2052,Female,62,Research Scientist,2977,8952,1,No,12,3,1,4,4,3,1
29,Research & Development,Other,2053,Male,46,Laboratory Technician,4025,23679,4,Yes,13,3,1,10,4,3,0
29,Research & Development,Medical,2054,Female,73,Research Scientist,3785,8489,1,No,14,3,0,5,5,4,0
50,Sales,Marketing,2055,Male,39,Sales Executive,10854,16586,4,Yes,13,3,1,20,3,2,2
39,Sales,Marketing,2056,Female,60,Sales Executive,12031,8828,0,No,11,3,1,21,20,9,9
31,Research & Development,Medical,2057,Male,74,Manufacturing Director,9936,3787,0,No,19,3,0,10,9,4,1
26,Sales,Other,2060,Female,30,Sales Representative,2966,21378,0,No,18,3,0,5,4,2,0
36,Research & Development,Medical,2061,Male,41,Laboratory Technician,2571,12290,4,No,17,3,1,17,5,2,0
39,Research & Development,Medical,2062,Male,42,Healthcare Representative,9991,21457,4,No,15,3,1,9,7,7,1
27,Research & Development,Life Sciences,2064,Male,87,Manufacturing Director,6142,5174,1,Yes,20,4,1,6,6,2,0
49,Sales,Medical,2065,Male,63,Sales Executive,5390,13243,2,No,14,3,0,17,9,6,0
34,Research & Development,Medical,2068,Male,82,Laboratory Technician,4404,10228,2,No,12,3,0,6,4,3,1
